location,num_postings,side,dot_index,longitude,latitude,geometry
6th Ave between International Blvd and E 12th St,5,middle,4,-122.25359132618323,37.79462096579311,POINT (-122.25359132618323 37.79462096579311)
E 10th St between 4th Ave & 5th Ave,1,middle,0,-122.25738008060195,37.79435447048591,POINT (-122.25738008060195 37.79435447048591)
International Blvd between 6th Ave and 7th Ave,1,middle,0,-122.25289338911016,37.794890820021514,POINT (-122.25289338911016 37.794890820021514)
Embarcadero West between Washington St and Broadway,2,middle,0,-122.27689544599195,37.795510177634284,POINT (-122.27689544599195 37.795510177634284)
Embarcadero West between Washington St and Broadway,2,middle,1,-122.27696102066716,37.79553467175545,POINT (-122.27696102066716 37.79553467175545)
Franklin st between Embarcadero West and 2nd St,2,middle,0,-122.27522302169051,37.795456907427415,POINT (-122.27522302169051 37.795456907427415)
Franklin st between Embarcadero West and 2nd St,2,middle,1,-122.27525969441972,37.79539728267641,POINT (-122.27525969441972 37.79539728267641)
Franklin st between 2nd St and 3rd St,2,middle,0,-122.2750512941369,37.79572186617979,POINT (-122.2750512941369 37.79572186617979)
Franklin st between 2nd St and 3rd St,2,middle,1,-122.27501189650671,37.79577972658711,POINT (-122.27501189650671 37.79577972658711)
10th St and E 10th St between East Dr & 2nd Ave,1,middle,0,-122.25940375386953,37.796123215518335,POINT (-122.25940375386953 37.796123215518335)
Broadway between Embarcadero West and 2nd St,2,middle,0,-122.2763981859957,37.79592190457144,POINT (-122.2763981859957 37.79592190457144)
Broadway between Embarcadero West and 2nd St,2,middle,1,-122.27643407499194,37.79586180482145,POINT (-122.27643407499194 37.79586180482145)
2nd St between Broadway and Franklin St,2,middle,0,-122.27612792701774,37.79597683422569,POINT (-122.27612792701774 37.79597683422569)
2nd St between Broadway and Franklin St,2,middle,1,-122.27606278940826,37.79595120042317,POINT (-122.27606278940826 37.79595120042317)
2nd St between Washington St & Broadway,2,middle,0,-122.27652261154137,37.79613184760259,POINT (-122.27652261154137 37.79613184760259)
2nd St between Washington St & Broadway,2,middle,1,-122.27658778289005,37.796157395504856,POINT (-122.27658778289005 37.796157395504856)
Broadway between 2nd St and 3rd St,2,middle,0,-122.27623465788932,37.796188730784635,POINT (-122.27623465788932 37.796188730784635)
Broadway between 2nd St and 3rd St,2,middle,1,-122.27619743354248,37.79624801272119,POINT (-122.27619743354248 37.79624801272119)
4th st between Harrison st and Webster St,1,middle,0,-122.27226880907682,37.796176253888724,POINT (-122.27226880907682 37.796176253888724)
Harrison St between 4th St and 5th St,2,middle,0,-122.27200692423251,37.79624003821614,POINT (-122.27200692423251 37.79624003821614)
Harrison St between 4th St and 5th St,2,middle,1,-122.27196895231961,37.79629884411577,POINT (-122.27196895231961 37.79629884411577)
Franklin st between 3rd St and 4th St,2,middle,0,-122.27460808533925,37.79640018312655,POINT (-122.27460808533925 37.79640018312655)
Franklin st between 3rd St and 4th St,2,middle,1,-122.2745743762611,37.79646153211228,POINT (-122.2745743762611 37.79646153211228)
Embarcadero West between Clay St and Washington St,2,middle,0,-122.27898821849658,37.7963060025413,POINT (-122.27898821849658 37.7963060025413)
Embarcadero West between Clay St and Washington St,2,middle,1,-122.27892297933468,37.796280628307215,POINT (-122.27892297933468 37.796280628307215)
Washington St between 2nd St & Embarcadero West,2,middle,0,-122.27767943925679,37.796422195655026,POINT (-122.27767943925679 37.796422195655026)
Washington St between 2nd St & Embarcadero West,2,middle,1,-122.2777157395829,37.79636234345102,POINT (-122.2777157395829 37.79636234345102)
Washington St between 2nd St & 3rd St,2,middle,0,-122.27751349523321,37.796690016787245,POINT (-122.27751349523321 37.796690016787245)
Washington St between 2nd St & 3rd St,2,middle,1,-122.27747608481226,37.79674918147609,POINT (-122.27747608481226 37.79674918147609)
5th St between Harrison St and Webster St,2,middle,0,-122.27181874306203,37.796793667066936,POINT (-122.27181874306203 37.796793667066936)
5th St between Harrison St and Webster St,2,middle,1,-122.2718839419913,37.7968191445005,POINT (-122.2718839419913 37.7968191445005)
3rd St between Broadway and Franklin St,2,middle,0,-122.27569545791859,37.796659813967935,POINT (-122.27569545791859 37.796659813967935)
3rd St between Broadway and Franklin St,2,middle,1,-122.27563041734734,37.796633934939884,POINT (-122.27563041734734 37.796633934939884)
3rd St between Washington St & Broadway,2,middle,0,-122.27609235797252,37.79681657670491,POINT (-122.27609235797252 37.79681657670491)
3rd St between Washington St & Broadway,2,middle,1,-122.27615752619846,37.79684213257171,POINT (-122.27615752619846 37.79684213257171)
Broadway between 3rd St & 4th St,2,middle,0,-122.2759101860125,37.796907193603886,POINT (-122.2759101860125 37.796907193603886)
Broadway between 3rd St & 4th St,2,middle,1,-122.27587335450765,37.79696672040667,POINT (-122.27587335450765 37.79696672040667)
4th st between Webster St & Franklin St,1,middle,0,-122.27409866550437,37.796900159808544,POINT (-122.27409866550437 37.796900159808544)
6th St between Alice St and Jackson St,6,middle,0,-122.26965934601041,37.79690535951185,POINT (-122.26965934601041 37.79690535951185)
6th St between Alice St and Jackson St,6,middle,1,-122.26959426876951,37.79687957283472,POINT (-122.26959426876951 37.79687957283472)
6th St between Alice St and Jackson St,6,middle,2,-122.26952919152862,37.796853786157584,POINT (-122.26952919152862 37.796853786157584)
6th St between Alice St and Jackson St,6,middle,3,-122.26946411428773,37.796827999480456,POINT (-122.26946411428773 37.796827999480456)
6th St between Alice St and Jackson St,6,middle,4,-122.26939903704682,37.79680221280332,POINT (-122.26939903704682 37.79680221280332)
6th St between Alice St and Jackson St,6,middle,5,-122.26933395980593,37.79677642612619,POINT (-122.26933395980593 37.79677642612619)
6th Street between Harrison St and Alice St,1,middle,0,-122.27004264749692,37.79705303973421,POINT (-122.27004264749692 37.79705303973421)
Clay st between Embarcadero West and 2nd St,2,middle,0,-122.27884771505427,37.7968808420187,POINT (-122.27884771505427 37.7968808420187)
Clay st between Embarcadero West and 2nd St,2,middle,1,-122.27888657822675,37.796822621285074,POINT (-122.27888657822675 37.796822621285074)
2ndSt between Clay St and Washington St,2,middle,0,-122.27857065723214,37.79693542455244,POINT (-122.27857065723214 37.79693542455244)
2ndSt between Clay St and Washington St,2,middle,1,-122.27850550231025,37.79690983478582,POINT (-122.27850550231025 37.79690983478582)
Clay st between 2nd St and 3rd St,2,middle,0,-122.27867733177989,37.797147286104796,POINT (-122.27867733177989 37.797147286104796)
Clay st between 2nd St and 3rd St,2,middle,1,-122.27864074958731,37.797206966446495,POINT (-122.27864074958731 37.797206966446495)
Webster Place between 5th St and 6th St,1,middle,0,-122.27195419725692,37.7970268076087,POINT (-122.27195419725692 37.7970268076087)
Webster St between 5th St and 6th St,1,middle,0,-122.27260338423045,37.797275723835526,POINT (-122.27260338423045 37.797275723835526)
Washington St between 3rd St & 4th St,2,middle,0,-122.27708139904607,37.7973752266795,POINT (-122.27708139904607 37.7973752266795)
Washington St between 3rd St & 4th St,2,middle,1,-122.27704435071138,37.79743461877406,POINT (-122.27704435071138 37.79743461877406)
4th St between Broadway and Franklin St,2,middle,0,-122.27535870209067,37.79739425975032,POINT (-122.27535870209067 37.79739425975032)
4th St between Broadway and Franklin St,2,middle,1,-122.27529350767,37.797368770781844,POINT (-122.27529350767 37.797368770781844)
4th St between Washington St & Broadway,2,middle,0,-122.27575205112376,37.79754794642786,POINT (-122.27575205112376 37.79754794642786)
4th St between Washington St & Broadway,2,middle,1,-122.27581725710705,37.79757340580224,POINT (-122.27581725710705 37.79757340580224)
Broadway between 4th St and 5th St,1,middle,0,-122.27547341075582,37.797608837537965,POINT (-122.27547341075582 37.797608837537965)
Jefferson St between 2nd St and Embarcadero West,3,middle,0,-122.2800519109179,37.79733294081515,POINT (-122.2800519109179 37.79733294081515)
Jefferson St between 2nd St and Embarcadero West,3,middle,1,-122.28008997422107,37.79727419402841,POINT (-122.28008997422107 37.79727419402841)
Jefferson St between 2nd St and Embarcadero West,3,middle,2,-122.28012803752424,37.79721544724167,POINT (-122.28012803752424 37.79721544724167)
2nd St between MLK and Jefferson St,1,middle,0,-122.28015018439466,37.7975535924158,POINT (-122.28015018439466 37.7975535924158)
East Dr between E 10th St and Lake Merritt Blvd,2,middle,0,-122.26048748581701,37.7976728474368,POINT (-122.26048748581701 37.7976728474368)
East Dr between E 10th St and Lake Merritt Blvd,2,middle,1,-122.26044909776861,37.797731382535154,POINT (-122.26044909776861 37.797731382535154)
3rd St between Clay St and Washington St,2,middle,0,-122.27814795684294,37.79762287101853,POINT (-122.27814795684294 37.79762287101853)
3rd St between Clay St and Washington St,2,middle,1,-122.27808279283052,37.797597304409756,POINT (-122.27808279283052 37.797597304409756)
Clay st between 3rd St and 4th St,2,middle,0,-122.27825681931871,37.79783636681322,POINT (-122.27825681931871 37.79783636681322)
Clay st between 3rd St and 4th St,2,middle,1,-122.27822082997258,37.797896406524785,POINT (-122.27822082997258 37.797896406524785)
Washington St between 4th St and 5th St,2,middle,0,-122.27664888918514,37.79806706349121,POINT (-122.27664888918514 37.79806706349121)
Washington St between 4th St and 5th St,2,middle,1,-122.27661154347214,37.79812626904602,POINT (-122.27661154347214 37.79812626904602)
MLK Way between 2nd St & 3rd St,1,middle,0,-122.28105262196509,37.798076881418645,POINT (-122.28105262196509 37.798076881418645)
Broadway between 5th and 6th,4,middle,0,-122.27495303353508,37.79824157418197,POINT (-122.27495303353508 37.79824157418197)
Broadway between 5th and 6th,4,middle,1,-122.27491964662829,37.79830309909119,POINT (-122.27491964662829 37.79830309909119)
Broadway between 5th and 6th,4,middle,2,-122.2748862597215,37.79836462400041,POINT (-122.2748862597215 37.79836462400041)
Broadway between 5th and 6th,4,middle,3,-122.2748528728147,37.79842614890964,POINT (-122.2748528728147 37.79842614890964)
5th St between Washingston St & Broadway,1,middle,0,-122.27523111219932,37.79818193595198,POINT (-122.27523111219932 37.79818193595198)
6th St between Franklin St and Webster St,1,middle,0,-122.27321323264867,37.79828197327218,POINT (-122.27321323264867 37.79828197327218)
4th St between Clay St and Washington St | 4th St between Clay St & Washington st,3,middle,0,-122.27772888461963,37.79831923011227,POINT (-122.27772888461963 37.79831923011227)
4th St between Clay St and Washington St | 4th St between Clay St & Washington st,3,middle,1,-122.27766366616183,37.79829380271051,POINT (-122.27766366616183 37.79829380271051)
4th St between Clay St and Washington St | 4th St between Clay St & Washington st,3,middle,2,-122.27759844770401,37.798268375308744,POINT (-122.27759844770401 37.798268375308744)
4th St between Jefferson St & Clay St,1,middle,0,-122.27811209277272,37.79846985355899,POINT (-122.27811209277272 37.79846985355899)
Castro St between 2nd St St and 3rd St,2,middle,0,-122.28222702068713,37.79854112224643,POINT (-122.28222702068713 37.79854112224643)
Castro St between 2nd St St and 3rd St,2,middle,1,-122.28218972878837,37.79860036171204,POINT (-122.28218972878837 37.79860036171204)
MLK Way between 3rd St & 4th St,1,middle,0,-122.28061841993683,37.798774688341794,POINT (-122.28061841993683 37.798774688341794)
6th St between Franklin and Broadway,1,middle,0,-122.27435558500297,37.79884764931483,POINT (-122.27435558500297 37.79884764931483)
6th St between Broadway and Washington St,1,middle,0,-122.2748459396445,37.79888221221395,POINT (-122.2748459396445 37.79888221221395)
4th St between MLK & Jefferson St,1,middle,0,-122.27927160148161,37.798927837121546,POINT (-122.27927160148161 37.798927837121546)
5th St between Clay St and Washingston St,1,middle,0,-122.27729098283088,37.799006026534556,POINT (-122.27729098283088 37.799006026534556)
Castro St between 3rd St and 4th St,2,middle,0,-122.28179250585293,37.79922800760408,POINT (-122.28179250585293 37.79922800760408)
Castro St between 3rd St and 4th St,2,middle,1,-122.28175456222426,37.79928683175765,POINT (-122.28175456222426 37.79928683175765)
MLK Way between 4th St & 5th St,1,middle,0,-122.28018921746572,37.79945449820336,POINT (-122.28018921746572 37.79945449820336)
Castro St between 4th St and 5th St,2,middle,0,-122.28135472967769,37.799918819611655,POINT (-122.28135472967769 37.799918819611655)
Castro St between 4th St and 5th St,2,middle,1,-122.28131923064566,37.79997915052186,POINT (-122.28131923064566 37.79997915052186)
14th Avenue between East 33rd and MacArthur,1,middle,0,-122.22729492191431,37.80023132103582,POINT (-122.22729492191431 37.80023132103582)
Clay St between 7th St and 8th St,2,middle,0,-122.27652838730096,37.80060735034312,POINT (-122.27652838730096 37.80060735034312)
Clay St between 7th St and 8th St,2,middle,1,-122.2764916261893,37.80066692064336,POINT (-122.2764916261893 37.80066692064336)
Castro St between 5th St and 6th St,9,middle,0,-122.28093919057528,37.80060824437167,POINT (-122.28093919057528 37.80060824437167)
Castro St between 5th St and 6th St,9,middle,1,-122.28090058607866,37.80066663694689,POINT (-122.28090058607866 37.80066663694689)
Castro St between 5th St and 6th St,9,middle,2,-122.28086198158204,37.800725029522106,POINT (-122.28086198158204 37.800725029522106)
Castro St between 5th St and 6th St,9,middle,3,-122.28082337708541,37.800783422097325,POINT (-122.28082337708541 37.800783422097325)
Castro St between 5th St and 6th St,9,middle,4,-122.2807847725888,37.800841814672545,POINT (-122.2807847725888 37.800841814672545)
Castro St between 5th St and 6th St,9,middle,5,-122.28074616809218,37.80090020724776,POINT (-122.28074616809218 37.80090020724776)
Castro St between 5th St and 6th St,9,middle,6,-122.28070756359556,37.80095859982298,POINT (-122.28070756359556 37.80095859982298)
Castro St between 5th St and 6th St,9,middle,7,-122.28066895909893,37.801016992398196,POINT (-122.28066895909893 37.801016992398196)
Castro St between 5th St and 6th St,9,middle,8,-122.28063035460231,37.801075384973416,POINT (-122.28063035460231 37.801075384973416)
Clay St between 8th St and Ninth St,1,middle,0,-122.27610407399303,37.80129505680769,POINT (-122.27610407399303 37.80129505680769)
Castro St between 6th and 7th St,3,middle,0,-122.28047304891595,37.80129302820566,POINT (-122.28047304891595 37.80129302820566)
Castro St between 6th and 7th St,3,middle,1,-122.28042771516711,37.801346036947834,POINT (-122.28042771516711 37.801346036947834)
Castro St between 6th and 7th St,3,middle,2,-122.28037567697027,37.80139285602588,POINT (-122.28037567697027 37.80139285602588)
6th St between Brush St and Castro St,3,middle,0,-122.28158839377502,37.801564516324135,POINT (-122.28158839377502 37.801564516324135)
6th St between Brush St and Castro St,3,middle,1,-122.28152327957817,37.80153882310775,POINT (-122.28152327957817 37.80153882310775)
6th St between Brush St and Castro St,3,middle,2,-122.28145816538132,37.80151312989136,POINT (-122.28145816538132 37.80151312989136)
