Unnamed: 0.1,Unnamed: 0,location,district,sensitivity_zone,intervention,operation_start_date,operation_end_date,posting_id,year,before_after_grants_pass,exact_location_repeats,unique_location_id,mid_lat,mid_lng,name_location_repeats,main_street,start_road,end_road,intersection_start,intersection_end,start_lat,start_lng,end_lat,end_lng,geocoding_failed,temporal_event_id,location_cluster,sweep_event_id,postings_per_sweep
1228,,2nd St between Broadway and Franklin St,D3,High,Closure,2025-07-28,2025-08-01,313,2025,After,,384,37.79582065,-122.27573105,2.0,2Nd Street,Broadway,Franklin Street,"2Nd Street & Broadway, Oakland, CA","2Nd Street & Franklin Street, Oakland, CA",37.7960525,-122.2763202,37.7955888,-122.2751419,False,75,32,32_75,96
1229,,Embarcadero West between Clay St and Franklin St,D3,High,Closure,2025-07-28,2025-08-01,312,2025,After,,382,37.7956662,-122.27735765,2.0,Embarcadero West,Clay Street,Franklin Street,"Embarcadero West & Clay Street, Oakland, CA","Embarcadero West & Franklin Street, Oakland, CA",37.7963811,-122.2791813,37.7949513,-122.275534,False,75,32,32_75,96
1230,,Embarcadero West between Clay St and Washington St,D3,High,Closure,2025-07-28,2025-08-01,310,2025,After,,386,37.7960933,-122.27862595,2.0,Embarcadero West,Clay Street,Washington Street,"Embarcadero West & Clay Street, Oakland, CA","Embarcadero West & Washington Street, Oakland, CA",37.7963811,-122.2791813,37.7958055,-122.2780706,False,75,32,32_75,96
1231,,4th st between Harrison st and Webster St,D2,High,Closure,2025-07-28,2025-08-01,309,2025,After,,392,37.79630645,-122.27260085,1.0,4Th Street,Harrison Street,Webster Street,"4Th Street & Harrison Street, Oakland, CA","4Th Street & Webster Street, Oakland, CA",37.79610720000001,-122.2720927,37.7965057,-122.273109,False,75,32,32_75,96
1232,,4th st between Webster St & Franklin St,D2,High,Closure,2025-07-28,2025-08-01,308,2025,After,,398,37.7967413,-122.2737001,1.0,4Th Street,Franklin Street,Webster Street,"4Th Street & Franklin Street, Oakland, CA","4Th Street & Webster Street, Oakland, CA",37.7969769,-122.2742912,37.7965057,-122.273109,False,75,32,32_75,96
1233,,Broadway between 4th St and 5th St,D2,High,Closure,2025-07-28,2025-08-01,307,2025,After,,420,37.7977872,-122.2752946,1.0,Broadway,4Th Street,5Th Street,"Broadway & 4Th Street, Oakland, CA","Broadway & 5Th Street, Oakland, CA",37.797473,-122.2755601,37.79810140000001,-122.2750291,False,75,32,32_75,96
1234,,Broadway between 5th and 6th,D2,High,Closure,2025-07-28,2025-08-01,306,2025,After,,430,37.7984507,-122.27483955,4.0,Broadway,5Th,6Th,"Broadway & 5Th, Oakland, CA","Broadway & 6Th, Oakland, CA",37.7981014,-122.2750291,37.7988,-122.27465,False,75,32,32_75,96
1235,,3rd St between Broadway and Franklin St,D3,High,Closure,2025-07-28,2025-08-01,316,2025,After,,395,37.79649775,-122.27528815,2.0,3Rd Street,Broadway,Franklin Street,"3Rd Street & Broadway, Oakland, CA","3Rd Street & Franklin Street, Oakland, CA",37.7967373,-122.2758902,37.7962582,-122.2746861,False,75,32,32_75,96
1236,,Washington St between 3rd St & 4th St,D3,High,Closure,2025-07-28,2025-08-01,328,2025,After,,416,37.79758475,-122.2769507,2.0,Washington Street,3Rd Street,4Th Street,"Washington Street & 3Rd Street, Oakland, CA","Washington Street & 4Th Street, Oakland, CA",37.797238,-122.277167,37.7979315,-122.2767344,False,75,32,32_75,96
1237,,Broadway between Embarcadero West and 2nd St,D3,High,Closure,2025-07-28,2025-08-01,327,2025,After,,383,37.795742950000005,-122.27650505,2.0,Broadway,2Nd Street,Embarcadero West,"Broadway & 2Nd Street, Oakland, CA","Broadway & Embarcadero West, Oakland, CA",37.7960525,-122.2763202,37.7954334,-122.2766899,False,75,32,32_75,96
1238,,Washington St between 2nd St & Embarcadero West,D3,High,Closure,2025-07-28,2025-08-01,330,2025,After,,387,37.79617975,-122.27783505,2.0,Washington Street,2Nd Street,Embarcadero West,"Washington Street & 2Nd Street, Oakland, CA","Washington Street & Embarcadero West, Oakland, CA",37.796554,-122.2775995,37.7958055,-122.2780706,False,75,32,32_75,96
1239,,Washington St between 2nd St & 3rd St,D3,High,Closure,2025-07-28,2025-08-01,329,2025,After,,401,37.796896,-122.27738325,2.0,Washington Street,2Nd Street,3Rd Street,"Washington Street & 2Nd Street, Oakland, CA","Washington Street & 3Rd Street, Oakland, CA",37.796554,-122.2775995,37.797238,-122.277167,False,75,32,32_75,96
1240,,MLk between W Grand Ave & 23rd,D3,High,Closure,2025-07-28,2025-08-01,357,2025,After,,574,37.8130404,-122.2726861,31.0,Martin Luther King Jr Boulevard,23Rd,West Grand Avenue,"Martin Luther King Jr Boulevard & 23Rd, Oakland, CA","Martin Luther King Jr Boulevard & West Grand Avenue, Oakland, CA",37.8135766,-122.2725171,37.8125042,-122.2728551,False,75,32,32_75,96
1241,,MLK between 23rd & 24th,D3,High,Closure,2025-07-28,2025-08-01,356,2025,After,,590,37.8139308,-122.27242765,24.0,Martin Luther King Jr Boulevard,23Rd,24Th,"Martin Luther King Jr Boulevard & 23Rd, Oakland, CA","Martin Luther King Jr Boulevard & 24Th, Oakland, CA",37.8135766,-122.2725171,37.814285,-122.2723382,False,75,32,32_75,96
1242,,MLK between 24th & 25th,D3,High,Closure,2025-07-28,2025-08-01,355,2025,After,,603,37.8146336,-122.272252,22.0,Martin Luther King Jr Boulevard,24Th,25Th,"Martin Luther King Jr Boulevard & 24Th, Oakland, CA","Martin Luther King Jr Boulevard & 25Th, Oakland, CA",37.814285,-122.2723382,37.8149822,-122.2721658,False,75,32,32_75,96
1243,,Castro St between 12th St & 14th St,D3,High,Closure,2025-07-28,2025-08-01,349,2025,After,,489,37.8059987,-122.2775654,3.0,Castro Street,12Th Street,14Th Street,"Castro Street & 12Th Street, Oakland, CA","Castro Street & 14Th Street, Oakland, CA",37.8052918,-122.2780213,37.8067056,-122.2771095,False,75,32,32_75,96
1244,,Castro St between 14th St & 15th St,D3,High,Closure,2025-07-28,2025-08-01,348,2025,After,,493,37.8070296,-122.2769128,3.0,Castro Street,14Th Street,15Th Street,"Castro Street & 14Th Street, Oakland, CA","Castro Street & 15Th Street, Oakland, CA",37.8067056,-122.2771095,37.8073536,-122.2767161,False,75,32,32_75,96
1245,,23rd St between MLK to Northgate,D3,High,Closure,2025-07-28,2025-08-01,346,2025,After,,573,37.81298005,-122.27005685,21.0,23Rd Street,Martin Luther King Jr Boulevard,Northgate,"23Rd Street & Martin Luther King Jr Boulevard, Oakland, CA","23Rd Street & Northgate, Oakland, CA",37.8135766,-122.2725171,37.8123835,-122.2675966,False,75,32,32_75,96
1246,,Northgate Ave between W Grand Ave and 23rd St,D3,High,Closure,2025-07-28,2025-07-31,345,2025,After,,564,37.81263155,-122.271236,8.0,Northgate Avenue,23Rd Street,West Grand Avenue,"Northgate Avenue & 23Rd Street, Oakland, CA","Northgate Avenue & West Grand Avenue, Oakland, CA",37.8129981,-122.2709996,37.812265,-122.2714724,False,75,32,32_75,96
1247,,Northgate Ave between 23rd St and 24th St,D3,High,Closure,2025-07-28,2025-07-31,344,2025,After,,579,37.8134165,-122.2708297,8.0,Northgate Avenue,23Rd Street,24Th Street,"Northgate Avenue & 23Rd Street, Oakland, CA","Northgate Avenue & 24Th Street, Oakland, CA",37.8129981,-122.2709996,37.8138349,-122.2706598,False,75,32,32_75,96
1248,,Northgate Ave between 24th St & 25th St,D3,High,Closure,2025-07-28,2025-07-31,343,2025,After,,594,37.814257,-122.2704824,7.0,Northgate Avenue,24Th Street,25Th Street,"Northgate Avenue & 24Th Street, Oakland, CA","Northgate Avenue & 25Th Street, Oakland, CA",37.8138349,-122.2706598,37.8146791,-122.270305,False,75,32,32_75,96
1249,,Northgate Ave between 25th St & Sycamore St,D3,High,Closure,2025-07-28,2025-07-31,342,2025,After,,610,37.8150491,-122.2703235,7.0,Northgate Avenue,25Th Street,Sycamore Street,"Northgate Avenue & 25Th Street, Oakland, CA","Northgate Avenue & Sycamore Street, Oakland, CA",37.8146791,-122.270305,37.8154191,-122.270342,False,75,32,32_75,96
1250,,23rd St. between MLK and San Pablo,D3,High,Closure,2025-07-28,2025-08-01,347,2025,After,,586,37.8137213,-122.2734082,20.0,23Rd Street.,Martin Luther King Jr Boulevard,San Pablo,"23Rd Street. & Martin Luther King Jr Boulevard, Oakland, CA","23Rd Street. & San Pablo, Oakland, CA",37.8135766,-122.2725171,37.813866,-122.2742993,False,75,32,32_75,96
1251,,MLk between W Grand Ave & 23rd,D3,High,Closure,2025-07-28,2025-07-31,340,2025,After,,574,37.8130404,-122.2726861,31.0,Martin Luther King Jr Boulevard,23Rd,West Grand Avenue,"Martin Luther King Jr Boulevard & 23Rd, Oakland, CA","Martin Luther King Jr Boulevard & West Grand Avenue, Oakland, CA",37.8135766,-122.2725171,37.8125042,-122.2728551,False,75,32,32_75,96
1252,,MLK between 23rd & 24th,D3,High,Closure,2025-07-28,2025-07-31,339,2025,After,,590,37.8139308,-122.27242765,24.0,Martin Luther King Jr Boulevard,23Rd,24Th,"Martin Luther King Jr Boulevard & 23Rd, Oakland, CA","Martin Luther King Jr Boulevard & 24Th, Oakland, CA",37.8135766,-122.2725171,37.814285,-122.2723382,False,75,32,32_75,96
1253,,MLK between 24th & 25th,D3,High,Closure,2025-07-28,2025-07-31,338,2025,After,,603,37.8146336,-122.272252,22.0,Martin Luther King Jr Boulevard,24Th,25Th,"Martin Luther King Jr Boulevard & 24Th, Oakland, CA","Martin Luther King Jr Boulevard & 25Th, Oakland, CA",37.814285,-122.2723382,37.8149822,-122.2721658,False,75,32,32_75,96
1254,,MLK between 25th St & Sycamore St,D3,High,Closure,2025-07-28,2025-07-31,337,2025,After,,614,37.8153307,-122.2720793,6.0,Martin Luther King Jr Boulevard,25Th Street,Sycamore Street,"Martin Luther King Jr Boulevard & 25Th Street, Oakland, CA","Martin Luther King Jr Boulevard & Sycamore Street, Oakland, CA",37.8149822,-122.2721658,37.8156792,-122.2719928,False,75,32,32_75,96
1255,,MLK between Sycamore St & 26th St,D3,High,Closure,2025-07-28,2025-07-31,336,2025,After,,625,37.8160273,-122.27190445,6.0,Martin Luther King Jr Boulevard,26Th Street,Sycamore Street,"Martin Luther King Jr Boulevard & 26Th Street, Oakland, CA","Martin Luther King Jr Boulevard & Sycamore Street, Oakland, CA",37.8163754,-122.2718161,37.8156792,-122.2719928,False,75,32,32_75,96
1256,,MLK between 26th St & 27th St,D3,High,Closure,2025-07-28,2025-07-31,335,2025,After,,635,37.8166956,-122.27173845,6.0,Martin Luther King Jr Boulevard,26Th Street,27Th Street,"Martin Luther King Jr Boulevard & 26Th Street, Oakland, CA","Martin Luther King Jr Boulevard & 27Th Street, Oakland, CA",37.8163754,-122.2718161,37.8170158,-122.2716608,False,75,32,32_75,96
1257,,Sycamore between Northgate and MLK,D3,High,Closure,2025-07-28,2025-07-31,334,2025,After,,618,37.81552925,-122.27107305,9.0,Sycamore,Martin Luther King Jr Boulevard,Northgate,"Sycamore & Martin Luther King Jr Boulevard, Oakland, CA","Sycamore & Northgate, Oakland, CA",37.8156792,-122.2719928,37.8153793,-122.2701533,False,75,32,32_75,96
1258,,Clay st between Embarcadero West and 2nd St,D3,High,Closure,2025-07-28,2025-08-01,333,2025,After,,397,37.7966957,-122.2789713,2.0,Clay Street,2Nd Street,Embarcadero West,"Clay Street & 2Nd Street, Oakland, CA","Clay Street & Embarcadero West, Oakland, CA",37.7970103,-122.2787613,37.7963811,-122.2791813,False,75,32,32_75,96
1259,,Clay st between 2nd St and 3rd St,D3,High,Closure,2025-07-28,2025-08-01,332,2025,After,,411,37.7973542,-122.2785505,2.0,Clay Street,2Nd Street,3Rd Street,"Clay Street & 2Nd Street, Oakland, CA","Clay Street & 3Rd Street, Oakland, CA",37.7970103,-122.2787613,37.7976981,-122.2783397,False,75,32,32_75,96
1260,,Northgate Ave between Sycamore St & 27th St,D3,High,Closure,2025-07-28,2025-07-31,341,2025,After,,623,37.815943,-122.2700948,6.0,Northgate Avenue,27Th Street,Sycamore Street,"Northgate Avenue & 27Th Street, Oakland, CA","Northgate Avenue & Sycamore Street, Oakland, CA",37.8164669,-122.2698476,37.8154191,-122.270342,False,75,32,32_75,96
1261,,Clay st between 3rd St and 4th St,D3,High,Closure,2025-07-28,2025-08-01,331,2025,After,,423,37.79804635,-122.27813095,2.0,Clay Street,3Rd Street,4Th Street,"Clay Street & 3Rd Street, Oakland, CA","Clay Street & 4Th Street, Oakland, CA",37.7976981,-122.2783397,37.7983946,-122.2779222,False,75,32,32_75,96
1262,,San Pablo Ave between W Grand Ave & MLK,D3,High,Closure,2025-09-02,2025-09-05,275,2025,After,,553,37.81168695,-122.27373225,22.0,San Pablo Avenue,Martin Luther King Jr Boulevard,West Grand Avenue,"San Pablo Avenue & Martin Luther King Jr Boulevard, Oakland, CA","San Pablo Avenue & West Grand Avenue, Oakland, CA",37.8105255,-122.2733567,37.8128484,-122.2741078,False,76,32,32_76,121
1263,,Sycamore between Northgate and MLK,D3,High,Closure,2025-09-02,2025-09-05,274,2025,After,,618,37.81552925,-122.27107305,9.0,Sycamore,Martin Luther King Jr Boulevard,Northgate,"Sycamore & Martin Luther King Jr Boulevard, Oakland, CA","Sycamore & Northgate, Oakland, CA",37.8156792,-122.2719928,37.8153793,-122.2701533,False,76,32,32_76,121
1264,,W Grand Ave between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-02,2025-09-05,273,2025,After,,558,37.8121098,-122.2702343,7.0,West Grand Avenue,Northgate Avenue,Telegraph Avenue,"West Grand Avenue & Northgate Avenue, Oakland, CA","West Grand Avenue & Telegraph Avenue, Oakland, CA",37.812265,-122.2714724,37.8119546,-122.2689962,False,76,32,32_76,121
1265,,W Grand Ave between MLK to Northgate,D3,High,Closure,2025-09-02,2025-09-05,272,2025,After,,562,37.8123846,-122.27216375,7.0,West Grand Avenue,Martin Luther King Jr Boulevard,Northgate,"West Grand Avenue & Martin Luther King Jr Boulevard, Oakland, CA","West Grand Avenue & Northgate, Oakland, CA",37.8125042,-122.2728551,37.812265,-122.2714724,False,76,32,32_76,121
1266,,27th St between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-02,2025-09-05,267,2025,After,,631,37.81636205,-122.26888275,5.0,27Th Street,Northgate Avenue,Telegraph Avenue,"27Th Street & Northgate Avenue, Oakland, CA","27Th Street & Telegraph Avenue, Oakland, CA",37.8164669,-122.2698476,37.8162572,-122.2679179,False,76,32,32_76,121
1267,,Sycamore between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-02,2025-09-05,270,2025,After,,612,37.81524195,-122.2692829,5.0,Sycamore,Northgate Avenue,Telegraph Avenue,"Sycamore & Northgate Avenue, Oakland, CA","Sycamore & Telegraph Avenue, Oakland, CA",37.8154191,-122.270342,37.8150648,-122.2682238,False,76,32,32_76,121
1268,,25th st between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-02,2025-09-05,269,2025,After,,602,37.81452105,-122.2693527,5.0,25Th Street,Northgate Avenue,Telegraph Avenue,"25Th Street & Northgate Avenue, Oakland, CA","25Th Street & Telegraph Avenue, Oakland, CA",37.8146791,-122.270305,37.814363,-122.2684004,False,76,32,32_76,121
1269,,24th St between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-02,2025-09-05,268,2025,After,,585,37.81365255,-122.26964245,5.0,24Th Street,Northgate Avenue,Telegraph Avenue,"24Th Street & Northgate Avenue, Oakland, CA","24Th Street & Telegraph Avenue, Oakland, CA",37.8138349,-122.2706598,37.8134702,-122.2686251,False,76,32,32_76,121
1270,,23rd St. between MLK and San Pablo,D3,High,Closure,2025-09-02,2025-09-05,276,2025,After,,586,37.8137213,-122.2734082,20.0,23Rd Street.,Martin Luther King Jr Boulevard,San Pablo,"23Rd Street. & Martin Luther King Jr Boulevard, Oakland, CA","23Rd Street. & San Pablo, Oakland, CA",37.8135766,-122.2725171,37.813866,-122.2742993,False,76,32,32_76,121
1271,,W Grand Ave between San Pablo Ave & MLK,D3,High,Closure,2025-09-02,2025-09-05,271,2025,After,,565,37.8126763,-122.27348145,25.0,West Grand Avenue,Martin Luther King Jr Boulevard,San Pablo Avenue,"West Grand Avenue & Martin Luther King Jr Boulevard, Oakland, CA","West Grand Avenue & San Pablo Avenue, Oakland, CA",37.8125042,-122.2728551,37.8128484,-122.2741078,False,76,32,32_76,121
1272,,23rd St between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-02,2025-09-05,277,2025,After,,569,37.8128114,-122.2699187,7.0,23Rd Street,Northgate Avenue,Telegraph Avenue,"23Rd Street & Northgate Avenue, Oakland, CA","23Rd Street & Telegraph Avenue, Oakland, CA",37.8129981,-122.2709996,37.8126247,-122.2688378,False,76,32,32_76,121
1273,,MLK between Sycamore St & 26th St,D3,High,Closure,2025-09-02,2025-09-05,284,2025,After,,625,37.8160273,-122.27190445,6.0,Martin Luther King Jr Boulevard,26Th Street,Sycamore Street,"Martin Luther King Jr Boulevard & 26Th Street, Oakland, CA","Martin Luther King Jr Boulevard & Sycamore Street, Oakland, CA",37.8163754,-122.2718161,37.8156792,-122.2719928,False,76,32,32_76,121
1274,,27th St between MLK Jr Way and Northgate Ave,D3,High,Closure,2025-09-02,2025-09-05,279,2025,After,,638,37.81674135,-122.2707542,6.0,27Th Street,Martin Luther King Jr Boulevard Jr Way,Northgate Avenue,"27Th Street & Martin Luther King Jr Boulevard Jr Way, Oakland, CA","27Th Street & Northgate Avenue, Oakland, CA",37.8170158,-122.2716608,37.8164669,-122.2698476,False,76,32,32_76,121
1275,,MLk between W Grand Ave & 23rd,D3,High,Closure,2025-09-02,2025-09-05,280,2025,After,,574,37.8130404,-122.2726861,31.0,Martin Luther King Jr Boulevard,23Rd,West Grand Avenue,"Martin Luther King Jr Boulevard & 23Rd, Oakland, CA","Martin Luther King Jr Boulevard & West Grand Avenue, Oakland, CA",37.8135766,-122.2725171,37.8125042,-122.2728551,False,76,32,32_76,121
1276,,MLK between 23rd & 24th,D3,High,Closure,2025-09-02,2025-09-05,281,2025,After,,590,37.8139308,-122.27242765,24.0,Martin Luther King Jr Boulevard,23Rd,24Th,"Martin Luther King Jr Boulevard & 23Rd, Oakland, CA","Martin Luther King Jr Boulevard & 24Th, Oakland, CA",37.8135766,-122.2725171,37.814285,-122.2723382,False,76,32,32_76,121
1277,,MLK between 24th & 25th,D3,High,Closure,2025-09-02,2025-09-05,282,2025,After,,603,37.8146336,-122.272252,22.0,Martin Luther King Jr Boulevard,24Th,25Th,"Martin Luther King Jr Boulevard & 24Th, Oakland, CA","Martin Luther King Jr Boulevard & 25Th, Oakland, CA",37.814285,-122.2723382,37.8149822,-122.2721658,False,76,32,32_76,121
1278,,MLK between 25th St & Sycamore St,D3,High,Closure,2025-09-02,2025-09-05,283,2025,After,,614,37.8153307,-122.2720793,6.0,Martin Luther King Jr Boulevard,25Th Street,Sycamore Street,"Martin Luther King Jr Boulevard & 25Th Street, Oakland, CA","Martin Luther King Jr Boulevard & Sycamore Street, Oakland, CA",37.8149822,-122.2721658,37.8156792,-122.2719928,False,76,32,32_76,121
1279,,MLK between 26th St & 27th St,D3,High,Closure,2025-09-02,2025-09-05,285,2025,After,,635,37.8166956,-122.27173845,6.0,Martin Luther King Jr Boulevard,26Th Street,27Th Street,"Martin Luther King Jr Boulevard & 26Th Street, Oakland, CA","Martin Luther King Jr Boulevard & 27Th Street, Oakland, CA",37.8163754,-122.2718161,37.8170158,-122.2716608,False,76,32,32_76,121
1280,,Northgate Ave between W Grand Ave and 23rd St,D3,High,Closure,2025-09-02,2025-09-05,286,2025,After,,564,37.81263155,-122.271236,8.0,Northgate Avenue,23Rd Street,West Grand Avenue,"Northgate Avenue & 23Rd Street, Oakland, CA","Northgate Avenue & West Grand Avenue, Oakland, CA",37.8129981,-122.2709996,37.812265,-122.2714724,False,76,32,32_76,121
1281,,Northgate Ave between 23rd St and 24th St,D3,High,Closure,2025-09-02,2025-09-05,287,2025,After,,579,37.8134165,-122.2708297,8.0,Northgate Avenue,23Rd Street,24Th Street,"Northgate Avenue & 23Rd Street, Oakland, CA","Northgate Avenue & 24Th Street, Oakland, CA",37.8129981,-122.2709996,37.8138349,-122.2706598,False,76,32,32_76,121
1282,,Northgate Ave between 24th St & 25th St,D3,High,Closure,2025-09-02,2025-09-05,288,2025,After,,594,37.814257,-122.2704824,7.0,Northgate Avenue,24Th Street,25Th Street,"Northgate Avenue & 24Th Street, Oakland, CA","Northgate Avenue & 25Th Street, Oakland, CA",37.8138349,-122.2706598,37.8146791,-122.270305,False,76,32,32_76,121
1283,,Northgate Ave between 25th St & Sycamore St,D3,High,Closure,2025-09-02,2025-09-05,289,2025,After,,610,37.8150491,-122.2703235,7.0,Northgate Avenue,25Th Street,Sycamore Street,"Northgate Avenue & 25Th Street, Oakland, CA","Northgate Avenue & Sycamore Street, Oakland, CA",37.8146791,-122.270305,37.8154191,-122.270342,False,76,32,32_76,121
1284,,Northgate Ave between Sycamore St & 27th St,D3,High,Closure,2025-09-02,2025-09-05,290,2025,After,,623,37.815943,-122.2700948,6.0,Northgate Avenue,27Th Street,Sycamore Street,"Northgate Avenue & 27Th Street, Oakland, CA","Northgate Avenue & Sycamore Street, Oakland, CA",37.8164669,-122.2698476,37.8154191,-122.270342,False,76,32,32_76,121
1285,,23rd St between MLK to Northgate,D3,High,Closure,2025-09-02,2025-09-05,278,2025,After,,573,37.81298005,-122.27005685,21.0,23Rd Street,Martin Luther King Jr Boulevard,Northgate,"23Rd Street & Martin Luther King Jr Boulevard, Oakland, CA","23Rd Street & Northgate, Oakland, CA",37.8135766,-122.2725171,37.8123835,-122.2675966,False,76,32,32_76,121
1286,,MLk between W Grand Ave & 23rd,D3,High,Closure,2025-09-08,2025-09-12,244,2025,After,,574,37.8130404,-122.2726861,31.0,Martin Luther King Jr Boulevard,23Rd,West Grand Avenue,"Martin Luther King Jr Boulevard & 23Rd, Oakland, CA","Martin Luther King Jr Boulevard & West Grand Avenue, Oakland, CA",37.8135766,-122.2725171,37.8125042,-122.2728551,False,76,32,32_76,121
1287,,27th St between MLK Jr Way and Northgate Ave,D3,High,Closure,2025-09-08,2025-09-12,243,2025,After,,638,37.81674135,-122.2707542,6.0,27Th Street,Martin Luther King Jr Boulevard Jr Way,Northgate Avenue,"27Th Street & Martin Luther King Jr Boulevard Jr Way, Oakland, CA","27Th Street & Northgate Avenue, Oakland, CA",37.8170158,-122.2716608,37.8164669,-122.2698476,False,76,32,32_76,121
1288,,23rd St between MLK to Northgate,D3,High,Closure,2025-09-08,2025-09-12,242,2025,After,,573,37.81298005,-122.27005685,21.0,23Rd Street,Martin Luther King Jr Boulevard,Northgate,"23Rd Street & Martin Luther King Jr Boulevard, Oakland, CA","23Rd Street & Northgate, Oakland, CA",37.8135766,-122.2725171,37.8123835,-122.2675966,False,76,32,32_76,121
1289,,23rd St between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-08,2025-09-12,241,2025,After,,569,37.8128114,-122.2699187,7.0,23Rd Street,Northgate Avenue,Telegraph Avenue,"23Rd Street & Northgate Avenue, Oakland, CA","23Rd Street & Telegraph Avenue, Oakland, CA",37.8129981,-122.2709996,37.8126247,-122.2688378,False,76,32,32_76,121
1290,,W Grand Ave between San Pablo Ave & MLK,D3,High,Closure,2025-09-08,2025-09-12,235,2025,After,,565,37.8126763,-122.27348145,25.0,West Grand Avenue,Martin Luther King Jr Boulevard,San Pablo Avenue,"West Grand Avenue & Martin Luther King Jr Boulevard, Oakland, CA","West Grand Avenue & San Pablo Avenue, Oakland, CA",37.8125042,-122.2728551,37.8128484,-122.2741078,False,76,32,32_76,121
1291,,San Pablo Ave between W Grand Ave & MLK,D3,High,Closure,2025-09-08,2025-09-12,239,2025,After,,553,37.81168695,-122.27373225,22.0,San Pablo Avenue,Martin Luther King Jr Boulevard,West Grand Avenue,"San Pablo Avenue & Martin Luther King Jr Boulevard, Oakland, CA","San Pablo Avenue & West Grand Avenue, Oakland, CA",37.8105255,-122.2733567,37.8128484,-122.2741078,False,76,32,32_76,121
1292,,Sycamore between Northgate and MLK,D3,High,Closure,2025-09-08,2025-09-12,238,2025,After,,618,37.81552925,-122.27107305,9.0,Sycamore,Martin Luther King Jr Boulevard,Northgate,"Sycamore & Martin Luther King Jr Boulevard, Oakland, CA","Sycamore & Northgate, Oakland, CA",37.8156792,-122.2719928,37.8153793,-122.2701533,False,76,32,32_76,121
1293,,W Grand Ave between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-08,2025-09-12,237,2025,After,,558,37.8121098,-122.2702343,7.0,West Grand Avenue,Northgate Avenue,Telegraph Avenue,"West Grand Avenue & Northgate Avenue, Oakland, CA","West Grand Avenue & Telegraph Avenue, Oakland, CA",37.812265,-122.2714724,37.8119546,-122.2689962,False,76,32,32_76,121
1294,,W Grand Ave between MLK to Northgate,D3,High,Closure,2025-09-08,2025-09-12,236,2025,After,,562,37.8123846,-122.27216375,7.0,West Grand Avenue,Martin Luther King Jr Boulevard,Northgate,"West Grand Avenue & Martin Luther King Jr Boulevard, Oakland, CA","West Grand Avenue & Northgate, Oakland, CA",37.8125042,-122.2728551,37.812265,-122.2714724,False,76,32,32_76,121
1295,,23rd St. between MLK and San Pablo,D3,High,Closure,2025-09-08,2025-09-12,240,2025,After,,586,37.8137213,-122.2734082,20.0,23Rd Street.,Martin Luther King Jr Boulevard,San Pablo,"23Rd Street. & Martin Luther King Jr Boulevard, Oakland, CA","23Rd Street. & San Pablo, Oakland, CA",37.8135766,-122.2725171,37.813866,-122.2742993,False,76,32,32_76,121
1296,,MLK between 23rd & 24th,D3,High,Closure,2025-09-08,2025-09-12,245,2025,After,,590,37.8139308,-122.27242765,24.0,Martin Luther King Jr Boulevard,23Rd,24Th,"Martin Luther King Jr Boulevard & 23Rd, Oakland, CA","Martin Luther King Jr Boulevard & 24Th, Oakland, CA",37.8135766,-122.2725171,37.814285,-122.2723382,False,76,32,32_76,121
1297,,MLK between Sycamore St & 26th St,D3,High,Closure,2025-09-08,2025-09-12,248,2025,After,,625,37.8160273,-122.27190445,6.0,Martin Luther King Jr Boulevard,26Th Street,Sycamore Street,"Martin Luther King Jr Boulevard & 26Th Street, Oakland, CA","Martin Luther King Jr Boulevard & Sycamore Street, Oakland, CA",37.8163754,-122.2718161,37.8156792,-122.2719928,False,76,32,32_76,121
1298,,MLK between 25th St & Sycamore St,D3,High,Closure,2025-09-08,2025-09-12,247,2025,After,,614,37.8153307,-122.2720793,6.0,Martin Luther King Jr Boulevard,25Th Street,Sycamore Street,"Martin Luther King Jr Boulevard & 25Th Street, Oakland, CA","Martin Luther King Jr Boulevard & Sycamore Street, Oakland, CA",37.8149822,-122.2721658,37.8156792,-122.2719928,False,76,32,32_76,121
1299,,Sycamore between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-08,2025-09-12,258,2025,After,,612,37.81524195,-122.2692829,5.0,Sycamore,Northgate Avenue,Telegraph Avenue,"Sycamore & Northgate Avenue, Oakland, CA","Sycamore & Telegraph Avenue, Oakland, CA",37.8154191,-122.270342,37.8150648,-122.2682238,False,76,32,32_76,121
1300,,25th st between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-08,2025-09-12,257,2025,After,,602,37.81452105,-122.2693527,5.0,25Th Street,Northgate Avenue,Telegraph Avenue,"25Th Street & Northgate Avenue, Oakland, CA","25Th Street & Telegraph Avenue, Oakland, CA",37.8146791,-122.270305,37.814363,-122.2684004,False,76,32,32_76,121
