Unnamed: 0.1,Unnamed: 0,location,district,sensitivity_zone,intervention,operation_start_date,operation_end_date,posting_id,year,before_after_grants_pass,exact_location_repeats,unique_location_id,mid_lat,mid_lng,name_location_repeats,main_street,start_road,end_road,intersection_start,intersection_end,start_lat,start_lng,end_lat,end_lng,geocoding_failed,temporal_event_id,location_cluster,sweep_event_id,postings_per_sweep
1301,,24th St between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-08,2025-09-12,256,2025,After,,585,37.81365255,-122.26964245,5.0,24Th Street,Northgate Avenue,Telegraph Avenue,"24Th Street & Northgate Avenue, Oakland, CA","24Th Street & Telegraph Avenue, Oakland, CA",37.8138349,-122.2706598,37.8134702,-122.2686251,False,76,32,32_76,121
1302,,27th St between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-08,2025-09-12,255,2025,After,,631,37.81636205,-122.26888275,5.0,27Th Street,Northgate Avenue,Telegraph Avenue,"27Th Street & Northgate Avenue, Oakland, CA","27Th Street & Telegraph Avenue, Oakland, CA",37.8164669,-122.2698476,37.8162572,-122.2679179,False,76,32,32_76,121
1303,,Northgate Ave between Sycamore St & 27th St,D3,High,Closure,2025-09-08,2025-09-12,254,2025,After,,623,37.815943,-122.2700948,6.0,Northgate Avenue,27Th Street,Sycamore Street,"Northgate Avenue & 27Th Street, Oakland, CA","Northgate Avenue & Sycamore Street, Oakland, CA",37.8164669,-122.2698476,37.8154191,-122.270342,False,76,32,32_76,121
1304,,MLK between 24th & 25th,D3,High,Closure,2025-09-08,2025-09-12,246,2025,After,,603,37.8146336,-122.272252,22.0,Martin Luther King Jr Boulevard,24Th,25Th,"Martin Luther King Jr Boulevard & 24Th, Oakland, CA","Martin Luther King Jr Boulevard & 25Th, Oakland, CA",37.814285,-122.2723382,37.8149822,-122.2721658,False,76,32,32_76,121
1305,,Northgate Ave between 24th St & 25th St,D3,High,Closure,2025-09-08,2025-09-12,252,2025,After,,594,37.814257,-122.2704824,7.0,Northgate Avenue,24Th Street,25Th Street,"Northgate Avenue & 24Th Street, Oakland, CA","Northgate Avenue & 25Th Street, Oakland, CA",37.8138349,-122.2706598,37.8146791,-122.270305,False,76,32,32_76,121
1306,,Northgate Ave between 23rd St and 24th St,D3,High,Closure,2025-09-08,2025-09-12,251,2025,After,,579,37.8134165,-122.2708297,8.0,Northgate Avenue,23Rd Street,24Th Street,"Northgate Avenue & 23Rd Street, Oakland, CA","Northgate Avenue & 24Th Street, Oakland, CA",37.8129981,-122.2709996,37.8138349,-122.2706598,False,76,32,32_76,121
1307,,Northgate Ave between W Grand Ave and 23rd St,D3,High,Closure,2025-09-08,2025-09-12,250,2025,After,,564,37.81263155,-122.271236,8.0,Northgate Avenue,23Rd Street,West Grand Avenue,"Northgate Avenue & 23Rd Street, Oakland, CA","Northgate Avenue & West Grand Avenue, Oakland, CA",37.8129981,-122.2709996,37.812265,-122.2714724,False,76,32,32_76,121
1308,,MLK between 26th St & 27th St,D3,High,Closure,2025-09-08,2025-09-12,249,2025,After,,635,37.8166956,-122.27173845,6.0,Martin Luther King Jr Boulevard,26Th Street,27Th Street,"Martin Luther King Jr Boulevard & 26Th Street, Oakland, CA","Martin Luther King Jr Boulevard & 27Th Street, Oakland, CA",37.8163754,-122.2718161,37.8170158,-122.2716608,False,76,32,32_76,121
1309,,Northgate Ave between 25th St & Sycamore St,D3,High,Closure,2025-09-08,2025-09-12,253,2025,After,,610,37.8150491,-122.2703235,7.0,Northgate Avenue,25Th Street,Sycamore Street,"Northgate Avenue & 25Th Street, Oakland, CA","Northgate Avenue & Sycamore Street, Oakland, CA",37.8146791,-122.270305,37.8154191,-122.270342,False,76,32,32_76,121
1310,233.0,Marston Campbell Park (KIPP School),D3,High,Closure,2025-09-11,2025-09-12,234,2025,After,2.0,517,37.8096664486984,-122.27931969324815,,,,,,,,,,,,76,32,32_76,121
1311,,San Pablo Ave between W Grand Ave & MLK,D3,High,Closure,2025-09-15,2025-09-19,211,2025,After,,553,37.81168695,-122.27373225,22.0,San Pablo Avenue,Martin Luther King Jr Boulevard,West Grand Avenue,"San Pablo Avenue & Martin Luther King Jr Boulevard, Oakland, CA","San Pablo Avenue & West Grand Avenue, Oakland, CA",37.8105255,-122.2733567,37.8128484,-122.2741078,False,76,32,32_76,121
1312,,Sycamore between Northgate and MLK,D3,High,Closure,2025-09-15,2025-09-19,210,2025,After,,618,37.81552925,-122.27107305,9.0,Sycamore,Martin Luther King Jr Boulevard,Northgate,"Sycamore & Martin Luther King Jr Boulevard, Oakland, CA","Sycamore & Northgate, Oakland, CA",37.8156792,-122.2719928,37.8153793,-122.2701533,False,76,32,32_76,121
1313,,W Grand Ave between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-15,2025-09-19,209,2025,After,,558,37.8121098,-122.2702343,7.0,West Grand Avenue,Northgate Avenue,Telegraph Avenue,"West Grand Avenue & Northgate Avenue, Oakland, CA","West Grand Avenue & Telegraph Avenue, Oakland, CA",37.812265,-122.2714724,37.8119546,-122.2689962,False,76,32,32_76,121
1314,,W Grand Ave between MLK to Northgate,D3,High,Closure,2025-09-15,2025-09-19,208,2025,After,,562,37.8123846,-122.27216375,7.0,West Grand Avenue,Martin Luther King Jr Boulevard,Northgate,"West Grand Avenue & Martin Luther King Jr Boulevard, Oakland, CA","West Grand Avenue & Northgate, Oakland, CA",37.8125042,-122.2728551,37.812265,-122.2714724,False,76,32,32_76,121
1315,,25th st between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-15,2025-09-19,205,2025,After,,602,37.81452105,-122.2693527,5.0,25Th Street,Northgate Avenue,Telegraph Avenue,"25Th Street & Northgate Avenue, Oakland, CA","25Th Street & Telegraph Avenue, Oakland, CA",37.8146791,-122.270305,37.814363,-122.2684004,False,76,32,32_76,121
1316,,Sycamore between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-15,2025-09-19,206,2025,After,,612,37.81524195,-122.2692829,5.0,Sycamore,Northgate Avenue,Telegraph Avenue,"Sycamore & Northgate Avenue, Oakland, CA","Sycamore & Telegraph Avenue, Oakland, CA",37.8154191,-122.270342,37.8150648,-122.2682238,False,76,32,32_76,121
1317,,24th St between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-15,2025-09-19,204,2025,After,,585,37.81365255,-122.26964245,5.0,24Th Street,Northgate Avenue,Telegraph Avenue,"24Th Street & Northgate Avenue, Oakland, CA","24Th Street & Telegraph Avenue, Oakland, CA",37.8138349,-122.2706598,37.8134702,-122.2686251,False,76,32,32_76,121
1318,,27th St between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-15,2025-09-19,203,2025,After,,631,37.81636205,-122.26888275,5.0,27Th Street,Northgate Avenue,Telegraph Avenue,"27Th Street & Northgate Avenue, Oakland, CA","27Th Street & Telegraph Avenue, Oakland, CA",37.8164669,-122.2698476,37.8162572,-122.2679179,False,76,32,32_76,121
1319,,23rd St. between MLK and San Pablo,D3,High,Closure,2025-09-15,2025-09-19,212,2025,After,,586,37.8137213,-122.2734082,20.0,23Rd Street.,Martin Luther King Jr Boulevard,San Pablo,"23Rd Street. & Martin Luther King Jr Boulevard, Oakland, CA","23Rd Street. & San Pablo, Oakland, CA",37.8135766,-122.2725171,37.813866,-122.2742993,False,76,32,32_76,121
1320,,W Grand Ave between San Pablo Ave & MLK,D3,High,Closure,2025-09-15,2025-09-19,207,2025,After,,565,37.8126763,-122.27348145,25.0,West Grand Avenue,Martin Luther King Jr Boulevard,San Pablo Avenue,"West Grand Avenue & Martin Luther King Jr Boulevard, Oakland, CA","West Grand Avenue & San Pablo Avenue, Oakland, CA",37.8125042,-122.2728551,37.8128484,-122.2741078,False,76,32,32_76,121
1321,,23rd St between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-15,2025-09-19,213,2025,After,,569,37.8128114,-122.2699187,7.0,23Rd Street,Northgate Avenue,Telegraph Avenue,"23Rd Street & Northgate Avenue, Oakland, CA","23Rd Street & Telegraph Avenue, Oakland, CA",37.8129981,-122.2709996,37.8126247,-122.2688378,False,76,32,32_76,121
1322,,23rd St between MLK to Northgate,D3,High,Closure,2025-09-15,2025-09-19,214,2025,After,,573,37.81298005,-122.27005685,21.0,23Rd Street,Martin Luther King Jr Boulevard,Northgate,"23Rd Street & Martin Luther King Jr Boulevard, Oakland, CA","23Rd Street & Northgate, Oakland, CA",37.8135766,-122.2725171,37.8123835,-122.2675966,False,76,32,32_76,121
1323,,27th St between MLK Jr Way and Northgate Ave,D3,High,Closure,2025-09-15,2025-09-19,215,2025,After,,638,37.81674135,-122.2707542,6.0,27Th Street,Martin Luther King Jr Boulevard Jr Way,Northgate Avenue,"27Th Street & Martin Luther King Jr Boulevard Jr Way, Oakland, CA","27Th Street & Northgate Avenue, Oakland, CA",37.8170158,-122.2716608,37.8164669,-122.2698476,False,76,32,32_76,121
1324,,Northgate Ave between Sycamore St & 27th St,D3,High,Closure,2025-09-15,2025-09-19,226,2025,After,,623,37.815943,-122.2700948,6.0,Northgate Avenue,27Th Street,Sycamore Street,"Northgate Avenue & 27Th Street, Oakland, CA","Northgate Avenue & Sycamore Street, Oakland, CA",37.8164669,-122.2698476,37.8154191,-122.270342,False,76,32,32_76,121
1325,,Northgate Ave between 24th St & 25th St,D3,High,Closure,2025-09-15,2025-09-19,224,2025,After,,594,37.814257,-122.2704824,7.0,Northgate Avenue,24Th Street,25Th Street,"Northgate Avenue & 24Th Street, Oakland, CA","Northgate Avenue & 25Th Street, Oakland, CA",37.8138349,-122.2706598,37.8146791,-122.270305,False,76,32,32_76,121
1326,,Northgate Ave between 23rd St and 24th St,D3,High,Closure,2025-09-15,2025-09-19,223,2025,After,,579,37.8134165,-122.2708297,8.0,Northgate Avenue,23Rd Street,24Th Street,"Northgate Avenue & 23Rd Street, Oakland, CA","Northgate Avenue & 24Th Street, Oakland, CA",37.8129981,-122.2709996,37.8138349,-122.2706598,False,76,32,32_76,121
1327,,Northgate Ave between W Grand Ave and 23rd St,D3,High,Closure,2025-09-15,2025-09-19,222,2025,After,,564,37.81263155,-122.271236,8.0,Northgate Avenue,23Rd Street,West Grand Avenue,"Northgate Avenue & 23Rd Street, Oakland, CA","Northgate Avenue & West Grand Avenue, Oakland, CA",37.8129981,-122.2709996,37.812265,-122.2714724,False,76,32,32_76,121
1328,,MLK between 26th St & 27th St,D3,High,Closure,2025-09-15,2025-09-19,221,2025,After,,635,37.8166956,-122.27173845,6.0,Martin Luther King Jr Boulevard,26Th Street,27Th Street,"Martin Luther King Jr Boulevard & 26Th Street, Oakland, CA","Martin Luther King Jr Boulevard & 27Th Street, Oakland, CA",37.8163754,-122.2718161,37.8170158,-122.2716608,False,76,32,32_76,121
1329,,Northgate Ave between 25th St & Sycamore St,D3,High,Closure,2025-09-15,2025-09-19,225,2025,After,,610,37.8150491,-122.2703235,7.0,Northgate Avenue,25Th Street,Sycamore Street,"Northgate Avenue & 25Th Street, Oakland, CA","Northgate Avenue & Sycamore Street, Oakland, CA",37.8146791,-122.270305,37.8154191,-122.270342,False,76,32,32_76,121
1330,,MLK between 25th St & Sycamore St,D3,High,Closure,2025-09-15,2025-09-19,219,2025,After,,614,37.8153307,-122.2720793,6.0,Martin Luther King Jr Boulevard,25Th Street,Sycamore Street,"Martin Luther King Jr Boulevard & 25Th Street, Oakland, CA","Martin Luther King Jr Boulevard & Sycamore Street, Oakland, CA",37.8149822,-122.2721658,37.8156792,-122.2719928,False,76,32,32_76,121
1331,,MLK between 24th & 25th,D3,High,Closure,2025-09-15,2025-09-19,218,2025,After,,603,37.8146336,-122.272252,22.0,Martin Luther King Jr Boulevard,24Th,25Th,"Martin Luther King Jr Boulevard & 24Th, Oakland, CA","Martin Luther King Jr Boulevard & 25Th, Oakland, CA",37.814285,-122.2723382,37.8149822,-122.2721658,False,76,32,32_76,121
1332,,MLK between 23rd & 24th,D3,High,Closure,2025-09-15,2025-09-19,217,2025,After,,590,37.8139308,-122.27242765,24.0,Martin Luther King Jr Boulevard,23Rd,24Th,"Martin Luther King Jr Boulevard & 23Rd, Oakland, CA","Martin Luther King Jr Boulevard & 24Th, Oakland, CA",37.8135766,-122.2725171,37.814285,-122.2723382,False,76,32,32_76,121
1333,,MLk between W Grand Ave & 23rd,D3,High,Closure,2025-09-15,2025-09-19,216,2025,After,,574,37.8130404,-122.2726861,31.0,Martin Luther King Jr Boulevard,23Rd,West Grand Avenue,"Martin Luther King Jr Boulevard & 23Rd, Oakland, CA","Martin Luther King Jr Boulevard & West Grand Avenue, Oakland, CA",37.8135766,-122.2725171,37.8125042,-122.2728551,False,76,32,32_76,121
1334,,MLK between Sycamore St & 26th St,D3,High,Closure,2025-09-15,2025-09-19,220,2025,After,,625,37.8160273,-122.27190445,6.0,Martin Luther King Jr Boulevard,26Th Street,Sycamore Street,"Martin Luther King Jr Boulevard & 26Th Street, Oakland, CA","Martin Luther King Jr Boulevard & Sycamore Street, Oakland, CA",37.8163754,-122.2718161,37.8156792,-122.2719928,False,76,32,32_76,121
1335,,23rd St. between MLK and San Pablo,D3,High,Closure,2025-09-22,2025-09-26,180,2025,After,,586,37.8137213,-122.2734082,20.0,23Rd Street.,Martin Luther King Jr Boulevard,San Pablo,"23Rd Street. & Martin Luther King Jr Boulevard, Oakland, CA","23Rd Street. & San Pablo, Oakland, CA",37.8135766,-122.2725171,37.813866,-122.2742993,False,76,32,32_76,121
1336,,27th St between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-22,2025-09-26,171,2025,After,,631,37.81636205,-122.26888275,5.0,27Th Street,Northgate Avenue,Telegraph Avenue,"27Th Street & Northgate Avenue, Oakland, CA","27Th Street & Telegraph Avenue, Oakland, CA",37.8164669,-122.2698476,37.8162572,-122.2679179,False,76,32,32_76,121
1337,,24th St between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-22,2025-09-26,172,2025,After,,585,37.81365255,-122.26964245,5.0,24Th Street,Northgate Avenue,Telegraph Avenue,"24Th Street & Northgate Avenue, Oakland, CA","24Th Street & Telegraph Avenue, Oakland, CA",37.8138349,-122.2706598,37.8134702,-122.2686251,False,76,32,32_76,121
1338,,25th st between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-22,2025-09-26,173,2025,After,,602,37.81452105,-122.2693527,5.0,25Th Street,Northgate Avenue,Telegraph Avenue,"25Th Street & Northgate Avenue, Oakland, CA","25Th Street & Telegraph Avenue, Oakland, CA",37.8146791,-122.270305,37.814363,-122.2684004,False,76,32,32_76,121
1339,,W Grand Ave between San Pablo Ave & MLK,D3,High,Closure,2025-09-22,2025-09-26,175,2025,After,,565,37.8126763,-122.27348145,25.0,West Grand Avenue,Martin Luther King Jr Boulevard,San Pablo Avenue,"West Grand Avenue & Martin Luther King Jr Boulevard, Oakland, CA","West Grand Avenue & San Pablo Avenue, Oakland, CA",37.8125042,-122.2728551,37.8128484,-122.2741078,False,76,32,32_76,121
1340,,W Grand Ave between MLK to Northgate,D3,High,Closure,2025-09-22,2025-09-26,176,2025,After,,562,37.8123846,-122.27216375,7.0,West Grand Avenue,Martin Luther King Jr Boulevard,Northgate,"West Grand Avenue & Martin Luther King Jr Boulevard, Oakland, CA","West Grand Avenue & Northgate, Oakland, CA",37.8125042,-122.2728551,37.812265,-122.2714724,False,76,32,32_76,121
1341,,W Grand Ave between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-22,2025-09-26,177,2025,After,,558,37.8121098,-122.2702343,7.0,West Grand Avenue,Northgate Avenue,Telegraph Avenue,"West Grand Avenue & Northgate Avenue, Oakland, CA","West Grand Avenue & Telegraph Avenue, Oakland, CA",37.812265,-122.2714724,37.8119546,-122.2689962,False,76,32,32_76,121
1342,,Sycamore between Northgate and MLK,D3,High,Closure,2025-09-22,2025-09-26,178,2025,After,,618,37.81552925,-122.27107305,9.0,Sycamore,Martin Luther King Jr Boulevard,Northgate,"Sycamore & Martin Luther King Jr Boulevard, Oakland, CA","Sycamore & Northgate, Oakland, CA",37.8156792,-122.2719928,37.8153793,-122.2701533,False,76,32,32_76,121
1343,,San Pablo Ave between W Grand Ave & MLK,D3,High,Closure,2025-09-22,2025-09-26,179,2025,After,,553,37.81168695,-122.27373225,22.0,San Pablo Avenue,Martin Luther King Jr Boulevard,West Grand Avenue,"San Pablo Avenue & Martin Luther King Jr Boulevard, Oakland, CA","San Pablo Avenue & West Grand Avenue, Oakland, CA",37.8105255,-122.2733567,37.8128484,-122.2741078,False,76,32,32_76,121
1344,,23rd St between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-22,2025-09-26,181,2025,After,,569,37.8128114,-122.2699187,7.0,23Rd Street,Northgate Avenue,Telegraph Avenue,"23Rd Street & Northgate Avenue, Oakland, CA","23Rd Street & Telegraph Avenue, Oakland, CA",37.8129981,-122.2709996,37.8126247,-122.2688378,False,76,32,32_76,121
1345,,Sycamore between Northgate Ave and Telegraph Ave,D3,High,Closure,2025-09-22,2025-09-26,174,2025,After,,612,37.81524195,-122.2692829,5.0,Sycamore,Northgate Avenue,Telegraph Avenue,"Sycamore & Northgate Avenue, Oakland, CA","Sycamore & Telegraph Avenue, Oakland, CA",37.8154191,-122.270342,37.8150648,-122.2682238,False,76,32,32_76,121
1346,,27th St between MLK Jr Way and Northgate Ave,D3,High,Closure,2025-09-22,2025-09-26,183,2025,After,,638,37.81674135,-122.2707542,6.0,27Th Street,Martin Luther King Jr Boulevard Jr Way,Northgate Avenue,"27Th Street & Martin Luther King Jr Boulevard Jr Way, Oakland, CA","27Th Street & Northgate Avenue, Oakland, CA",37.8170158,-122.2716608,37.8164669,-122.2698476,False,76,32,32_76,121
1347,,23rd St between MLK to Northgate,D3,High,Closure,2025-09-22,2025-09-26,182,2025,After,,573,37.81298005,-122.27005685,21.0,23Rd Street,Martin Luther King Jr Boulevard,Northgate,"23Rd Street & Martin Luther King Jr Boulevard, Oakland, CA","23Rd Street & Northgate, Oakland, CA",37.8135766,-122.2725171,37.8123835,-122.2675966,False,76,32,32_76,121
1348,,Northgate Ave between 25th St & Sycamore St,D3,High,Closure,2025-09-22,2025-09-26,193,2025,After,,610,37.8150491,-122.2703235,7.0,Northgate Avenue,25Th Street,Sycamore Street,"Northgate Avenue & 25Th Street, Oakland, CA","Northgate Avenue & Sycamore Street, Oakland, CA",37.8146791,-122.270305,37.8154191,-122.270342,False,76,32,32_76,121
1349,,Northgate Ave between 24th St & 25th St,D3,High,Closure,2025-09-22,2025-09-26,192,2025,After,,594,37.814257,-122.2704824,7.0,Northgate Avenue,24Th Street,25Th Street,"Northgate Avenue & 24Th Street, Oakland, CA","Northgate Avenue & 25Th Street, Oakland, CA",37.8138349,-122.2706598,37.8146791,-122.270305,False,76,32,32_76,121
1350,,Northgate Ave between 23rd St and 24th St,D3,High,Closure,2025-09-22,2025-09-26,191,2025,After,,579,37.8134165,-122.2708297,8.0,Northgate Avenue,23Rd Street,24Th Street,"Northgate Avenue & 23Rd Street, Oakland, CA","Northgate Avenue & 24Th Street, Oakland, CA",37.8129981,-122.2709996,37.8138349,-122.2706598,False,76,32,32_76,121
1351,,Northgate Ave between W Grand Ave and 23rd St,D3,High,Closure,2025-09-22,2025-09-26,190,2025,After,,564,37.81263155,-122.271236,8.0,Northgate Avenue,23Rd Street,West Grand Avenue,"Northgate Avenue & 23Rd Street, Oakland, CA","Northgate Avenue & West Grand Avenue, Oakland, CA",37.8129981,-122.2709996,37.812265,-122.2714724,False,76,32,32_76,121
1352,,Northgate Ave between Sycamore St & 27th St,D3,High,Closure,2025-09-22,2025-09-26,194,2025,After,,623,37.815943,-122.2700948,6.0,Northgate Avenue,27Th Street,Sycamore Street,"Northgate Avenue & 27Th Street, Oakland, CA","Northgate Avenue & Sycamore Street, Oakland, CA",37.8164669,-122.2698476,37.8154191,-122.270342,False,76,32,32_76,121
1353,,MLK between Sycamore St & 26th St,D3,High,Closure,2025-09-22,2025-09-26,188,2025,After,,625,37.8160273,-122.27190445,6.0,Martin Luther King Jr Boulevard,26Th Street,Sycamore Street,"Martin Luther King Jr Boulevard & 26Th Street, Oakland, CA","Martin Luther King Jr Boulevard & Sycamore Street, Oakland, CA",37.8163754,-122.2718161,37.8156792,-122.2719928,False,76,32,32_76,121
1354,,MLK between 25th St & Sycamore St,D3,High,Closure,2025-09-22,2025-09-26,187,2025,After,,614,37.8153307,-122.2720793,6.0,Martin Luther King Jr Boulevard,25Th Street,Sycamore Street,"Martin Luther King Jr Boulevard & 25Th Street, Oakland, CA","Martin Luther King Jr Boulevard & Sycamore Street, Oakland, CA",37.8149822,-122.2721658,37.8156792,-122.2719928,False,76,32,32_76,121
1355,,MLK between 24th & 25th,D3,High,Closure,2025-09-22,2025-09-26,186,2025,After,,603,37.8146336,-122.272252,22.0,Martin Luther King Jr Boulevard,24Th,25Th,"Martin Luther King Jr Boulevard & 24Th, Oakland, CA","Martin Luther King Jr Boulevard & 25Th, Oakland, CA",37.814285,-122.2723382,37.8149822,-122.2721658,False,76,32,32_76,121
1356,,MLK between 23rd & 24th,D3,High,Closure,2025-09-22,2025-09-26,185,2025,After,,590,37.8139308,-122.27242765,24.0,Martin Luther King Jr Boulevard,23Rd,24Th,"Martin Luther King Jr Boulevard & 23Rd, Oakland, CA","Martin Luther King Jr Boulevard & 24Th, Oakland, CA",37.8135766,-122.2725171,37.814285,-122.2723382,False,76,32,32_76,121
